_TITLE1 TOTAL INTER INTRA RESTR VDW
ZINC04063895 -20.397 -18.655 1.647 0.000 -26.397
ZINC04081297 -23.301 -13.827 -6.222 0.000 -24.673
ZINC04103381 -32.654 -29.444 -0.095 0.000 -31.468
ZINC04146236 -19.116 -22.457 6.640 0.000 -29.054
ZINC04146244 -18.005 -13.400 -1.503 0.000 -22.586
ZINC04146263 -22.413 -25.027 2.168 0.000 -32.317
ZINC04146270 -23.832 -15.030 -5.471 0.000 -25.752
ZINC04146315 -21.846 -12.747 -5.838 0.000 -26.140
ZINC04146347 -21.287 -20.935 3.039 0.000 -28.307
ZINC04186872 -24.994 -17.755 -4.009 0.000 -23.904
ZINC04189601 -25.588 -22.307 -0.007 0.000 -30.841
ZINC04191043 -27.126 -16.111 -7.729 0.000 -30.512
ZINC04191689 -26.786 -21.851 -1.635 0.000 -26.951
ZINC04192085 -26.974 -22.524 -1.197 0.000 -33.042
ZINC04214970 -19.780 -20.303 3.662 0.000 -28.766
ZINC04242180 -14.755 -14.686 3.296 0.000 -26.128
ZINC04301441 -24.253 -22.159 1.135 0.000 -27.854
ZINC04352851 -16.963 -12.007 -1.673 0.000 -27.631
ZINC04355508 -24.821 -18.182 -3.597 0.000 -32.792
ZINC04409367 -26.128 -22.000 -0.910 0.000 -28.912
ZINC04439387 -22.353 -15.500 -3.624 0.000 -27.821
ZINC04459640 -28.713 -25.203 -0.194 0.000 -30.274
ZINC04459647 -27.888 -26.181 1.632 0.000 -29.658
ZINC04460755 -25.232 -23.148 1.129 0.000 -26.535
ZINC04460757 -26.761 -20.963 -2.633 0.000 -31.146
ZINC04464119 -24.103 -17.995 -2.862 0.000 -24.143
ZINC04464775 -33.469 -24.588 -5.642 0.007 -28.574
ZINC04464778 -19.142 -11.821 -3.943 0.000 -24.336
ZINC04464811 -32.239 -26.163 -2.673 0.000 -27.922
ZINC04465060 -29.248 -26.861 -2.674 0.000 -30.962
ZINC04465226 -33.187 -27.744 -2.050 0.000 -28.412
ZINC04465250 -17.873 -18.364 3.458 0.000 -29.721
ZINC04465430 -27.516 -18.735 -5.393 0.000 -26.328
ZINC04465449 -24.496 -23.122 1.881 0.000 -29.871
ZINC04467604 -20.541 -14.995 -5.870 0.000 -27.201
ZINC04467657 -29.755 -22.272 -4.074 0.000 -31.684
ZINC04467668 -28.207 -24.009 -1.049 0.000 -29.191
ZINC04468263 -23.225 -16.911 -2.991 0.000 -26.034
ZINC04468358 -27.070 -22.664 -1.097 0.000 -28.307
ZINC04468582 -28.076 -24.464 -0.332 0.000 -29.005
ZINC04468592 -26.628 -20.204 -3.106 0.000 -29.834
ZINC04468663 -23.572 -17.372 -2.893 0.000 -27.791
ZINC04468693 -23.062 -26.211 6.426 0.000 -33.277
ZINC04469638 -19.418 -19.952 3.799 0.077 -26.756
ZINC04469742 -31.274 -28.868 0.897 0.000 -33.457
ZINC04470087 -24.280 -19.803 -1.064 0.000 -25.550
ZINC04470125 -25.154 -16.719 -5.124 0.000 -29.462
ZINC04517524 -18.519 -17.802 2.513 0.000 -23.605
ZINC04520836 -25.158 -19.620 -2.260 0.000 -28.899
ZINC04520843 -23.544 -20.043 -0.112 0.000 -28.907
ZINC04521996 -23.763 -30.401 9.697 0.000 -30.869
ZINC04521997 -23.323 -23.131 3.038 0.000 -28.206
ZINC04522004 -24.133 -22.293 0.120 0.000 -29.545
ZINC04522029 -27.322 -22.831 -1.301 0.000 -24.723
ZINC04522031 -26.449 -21.503 -1.539 0.000 -30.595
ZINC04522051 -23.666 -20.715 0.309 0.000 -26.974
ZINC04522056 -24.572 -19.774 -1.506 0.000 -26.280
ZINC04522058 -25.193 -23.161 1.311 0.000 -29.614
ZINC04522064 -27.180 -24.629 0.608 0.028 -30.178
ZINC04522065 -26.096 -23.725 0.969 0.000 -29.491
ZINC04522071 -27.048 -23.260 -0.543 0.000 -29.460
ZINC04522074 -24.460 -19.620 -3.046 0.000 -28.312
ZINC04522078 -23.442 -24.240 4.004 0.000 -25.472
ZINC04522089 -22.918 -19.594 -0.054 0.000 -25.617
ZINC04522100 -26.114 -19.406 -3.307 0.000 -28.162
ZINC04522102 -29.662 -23.426 -2.875 0.000 -30.158
ZINC04522115 -21.341 -17.513 -0.557 0.000 -27.566
ZINC04522122 -30.243 -23.234 -3.734 0.000 -31.039
ZINC04522126 -21.913 -22.686 3.951 0.000 -27.234
ZINC04522149 -26.565 -22.532 -1.017 0.000 -26.712
ZINC04522155 -23.752 -20.893 0.560 0.000 -28.536
ZINC04522181 -27.073 -18.577 -5.101 0.000 -24.904
ZINC04522187 -27.536 -22.722 -1.815 0.000 -27.809
ZINC04522207 -25.819 -21.331 -1.108 0.000 -30.410
ZINC04522288 -27.435 -24.048 -0.063 0.000 -27.113
ZINC04528696 -23.656 -23.071 2.611 0.000 -30.393
ZINC04528747 -22.774 -19.903 0.445 0.000 -26.206
ZINC04528938 -27.720 -25.175 0.754 0.000 -26.149
ZINC04529047 -26.596 -23.361 0.155 0.000 -29.245
ZINC04529401 -27.290 -23.464 -0.576 0.003 -27.532
ZINC04529413 -23.639 -20.795 0.377 0.000 -28.455
ZINC04529490 -27.442 -19.187 -4.999 0.000 -29.078
ZINC04593964 -27.528 -26.680 2.520 0.000 -30.879
ZINC04594488 -27.211 -22.416 -1.572 0.000 -29.511
ZINC04594750 -31.747 -23.086 -5.342 0.000 -34.439
ZINC04596600 -25.812 -23.689 1.227 0.000 -28.554
ZINC04606803 -26.565 -20.537 -2.740 0.000 -29.166
ZINC04606832 -28.043 -22.424 -2.351 0.000 -28.827
ZINC04608252 -26.404 -22.204 -0.851 0.000 -29.676
ZINC04618388 -28.312 -22.789 -2.265 0.000 -30.584
ZINC04618425 -25.788 -21.388 -1.023 0.000 -25.959
ZINC04621398 -28.215 -23.404 -1.708 0.000 -29.619
ZINC04622813 -30.448 -24.390 -2.652 0.000 -32.242
ZINC04622827 -25.588 -16.550 -5.782 0.000 -25.653
ZINC04627903 -21.410 -26.710 4.965 0.000 -29.849
ZINC04628151 -22.875 -22.413 2.826 0.000 -30.198
ZINC04632872 -24.679 -19.442 -1.823 0.000 -31.232
ZINC04633329 -26.529 -24.008 0.895 0.000 -31.143
ZINC04633336 -27.899 -22.276 -2.344 0.000 -30.127
ZINC04633338 -25.814 -22.524 -0.011 0.000 -27.316
ZINC04633566 -23.718 -20.355 0.005 0.000 -28.863
ZINC04633659 -28.917 -23.827 -1.691 0.000 -28.774
ZINC04633661 -22.570 -17.732 -1.533 0.000 -24.614
ZINC04633716 -23.626 -20.963 0.558 0.000 -27.765
ZINC04635464 -24.154 -19.667 -1.214 0.000 -29.143
ZINC04638704 -28.003 -25.842 1.125 0.000 -31.254
ZINC01484895 -32.181 -29.592 0.663 0.000 -29.273
ZINC03786324 -28.131 -21.216 -3.533 0.000 -27.026
ZINC03808264 -23.958 -20.635 0.059 0.000 -22.408
ZINC03815629 -21.175 -23.573 2.037 0.000 -33.064
ZINC03815630 -18.978 -22.765 -0.294 0.000 -31.960
ZINC03815631 -34.298 -29.148 -1.893 0.000 -30.719
ZINC03815632 -35.321 -30.655 -1.402 0.000 -29.924
ZINC03815633 -33.650 -26.147 -4.090 0.000 -25.579
ZINC03815634 -37.130 -31.733 -5.821 0.000 -30.900
ZINC03815635 -26.795 -24.086 0.606 0.000 -31.993
ZINC03815636 -29.731 -27.102 0.676 0.000 -31.880
ZINC03815637 -27.435 -26.955 2.759 0.000 -28.052
ZINC03815638 -27.648 -24.566 0.281 0.000 -25.631
ZINC03815639 -30.610 -31.874 2.397 0.000 -32.506
ZINC03815640 -34.191 -29.948 -1.009 0.000 -29.570
ZINC03815641 -28.462 -24.148 -1.090 0.000 -31.981
ZINC03815642 -27.091 -27.402 3.566 0.000 -34.329
ZINC03815643 -23.274 -25.322 5.338 0.000 -31.613
ZINC03815644 -33.643 -26.819 -3.560 0.000 -29.249
ZINC03815645 -31.824 -28.060 -1.768 0.000 -30.947
ZINC03815646 -25.297 -26.874 4.789 0.000 -30.293
ZINC03815647 -30.558 -26.792 -0.527 0.000 -25.238
ZINC03815648 -24.412 -25.456 4.332 0.003 -30.210
ZINC03815649 -21.876 -25.841 7.358 0.000 -31.526
ZINC03815650 -23.363 -22.817 2.782 0.000 -30.829
ZINC03815651 -25.595 -24.405 1.971 0.000 -31.164
ZINC03815652 -23.947 -23.057 2.314 0.000 -28.529
ZINC03815653 -33.394 -25.461 -4.935 0.000 -31.169
ZINC03815654 -27.595 -25.152 0.693 0.000 -25.501
ZINC03815655 -20.117 -19.128 1.742 0.000 -30.639
ZINC03831996 -32.723 -30.375 0.899 0.000 -31.628
ZINC03831999 -23.389 -20.930 0.906 0.000 -28.941
ZINC03832000 -31.106 -22.148 -5.700 0.000 -26.397
ZINC03833842 -28.326 -27.771 2.613 0.000 -33.266
ZINC03833843 -31.515 -29.741 1.488 0.000 -34.649
ZINC03833844 -27.763 -26.050 1.560 0.000 -31.356
ZINC03833845 -25.693 -26.998 4.556 0.000 -30.934
ZINC03833846 -28.551 -27.680 2.416 0.000 -32.497
ZINC03833847 -26.536 -20.251 -3.005 0.000 -30.447
ZINC03833848 -22.831 -19.852 0.332 0.000 -19.258
ZINC03833849 -22.629 -19.528 0.189 0.000 -26.344
ZINC03833850 -28.646 -20.828 -4.634 0.000 -25.071
ZINC03833851 -20.052 -17.906 1.164 0.000 -20.392
ZINC03833852 -24.252 -18.246 -2.776 0.000 -28.134
ZINC03833853 -26.214 -21.189 -1.788 0.000 -30.919
ZINC03833854 -32.347 -26.797 -2.302 0.000 -36.912
ZINC03833855 -26.729 -22.741 -0.691 0.000 -36.854
ZINC03833856 -33.231 -31.115 1.138 0.000 -36.910
ZINC03833857 -29.741 -26.144 -0.308 0.000 -34.243
ZINC03833858 -30.480 -30.500 1.717 0.000 -34.814
ZINC03833859 -27.457 -23.629 -0.623 0.011 -30.760
ZINC03833860 -27.320 -21.974 -2.047 0.000 -33.649
ZINC03833861 -28.517 -24.623 -0.529 0.000 -31.646
