_TITLE1 TOTAL INTER INTRA RESTR VDW
ZINC02352127 -28.731 -21.023 -9.513 0.000 -32.590
ZINC02352575 -21.357 -24.291 6.198 0.000 -29.647
ZINC02353543 -34.208 -30.926 -0.087 0.000 -28.122
ZINC02354158 -34.079 -30.834 0.015 0.000 -27.293
ZINC02354181 -30.119 -25.974 -0.885 0.000 -27.249
ZINC02354183 -24.759 -19.471 -2.064 0.000 -30.715
ZINC02355976 -22.601 -19.133 -1.525 0.000 -29.266
ZINC02356515 -27.894 -29.054 0.755 0.000 -27.069
ZINC02357621 -25.207 -24.844 3.032 0.000 -30.290
ZINC02368867 -26.966 -18.056 -5.489 0.000 -28.840
ZINC02385490 -36.770 -33.872 0.376 0.000 -32.906
ZINC02396055 -22.517 -18.150 -1.408 0.000 -23.266
ZINC02396881 -23.129 -19.441 -0.294 0.000 -29.236
ZINC02404187 -20.784 -19.691 2.191 0.000 -29.762
ZINC02407245 -27.361 -21.347 -2.836 0.000 -29.161
ZINC02420344 -28.960 -25.466 -0.342 0.000 -31.628
ZINC02420388 -30.315 -23.165 -5.226 0.000 -30.612
ZINC02435840 -22.016 -20.517 1.865 0.000 -29.804
ZINC02440343 -30.418 -24.853 -2.236 0.000 -30.911
ZINC02440347 -30.653 -23.897 -3.511 0.000 -30.604
ZINC02443648 -31.266 -20.263 -7.736 0.000 -32.783
ZINC02444578 -27.227 -22.826 -1.036 0.000 -30.098
ZINC02444671 -26.946 -23.760 0.160 0.000 -29.558
ZINC02445567 -29.053 -19.642 -6.026 0.000 -30.127
ZINC02445570 -29.020 -21.920 -3.799 0.000 -31.553
ZINC02453547 -24.669 -17.211 -4.160 0.000 -27.477
ZINC02454159 -32.154 -19.721 -9.054 0.000 -28.448
ZINC02478224 -23.852 -16.153 -4.423 0.000 -28.744
ZINC02480423 -25.221 -16.969 -4.943 0.000 -28.959
ZINC02480880 -27.648 -19.408 -4.972 0.000 -27.013
ZINC02484120 -22.523 -15.199 -4.081 0.000 -27.793
ZINC02484145 -26.714 -18.761 -4.611 0.000 -24.561
ZINC02484219 -26.146 -18.707 -4.108 0.000 -26.318
ZINC02484302 -21.618 -15.505 -4.190 0.000 -29.333
ZINC02484483 -26.924 -22.005 -1.633 0.000 -26.308
ZINC02484500 -23.649 -16.195 -4.194 0.000 -27.480
ZINC02484516 -29.036 -21.963 -3.765 0.000 -29.058
ZINC02486865 -26.603 -25.956 1.336 0.000 -35.616
ZINC02487032 -28.340 -22.009 -2.927 0.000 -29.040
ZINC02487535 -26.649 -19.988 -3.369 0.000 -29.655
ZINC02487658 -25.579 -21.268 -0.991 0.000 -28.044
ZINC02499494 -22.498 -19.417 0.218 0.000 -27.453
ZINC02500132 -23.778 -20.060 -0.414 0.000 -33.344
ZINC02506443 -27.229 -22.018 -1.931 0.000 -25.526
ZINC02520816 -28.711 -22.896 -2.417 0.000 -25.198
ZINC02529346 -21.946 -17.491 -1.108 0.000 -28.006
ZINC02531082 -32.519 -27.659 -1.634 0.000 -33.220
ZINC02531824 -28.869 -19.397 -6.201 0.000 -30.027
ZINC02553068 -22.262 -21.023 1.814 0.000 -33.026
ZINC02553766 -23.516 -14.856 -5.309 0.000 -28.448
ZINC02562277 -26.360 -21.096 -1.873 0.000 -29.495
ZINC02581695 -22.470 -21.445 2.346 0.000 -30.183
ZINC02586500 -26.356 -24.129 1.106 0.000 -29.367
ZINC02590886 -31.967 -29.231 0.554 0.000 -33.715
ZINC02590888 -33.737 -31.452 0.164 0.000 -33.678
ZINC02609409 -20.677 -18.934 1.274 0.000 -28.833
ZINC02609412 -22.341 -21.715 2.554 0.000 -28.869
ZINC02609659 -24.950 -22.342 -0.168 0.000 -28.069
ZINC02609662 -23.773 -21.837 1.274 0.000 -28.548
ZINC02616774 -26.918 -20.053 -3.772 0.000 -22.136
ZINC02617749 -29.201 -27.121 1.228 0.000 -32.157
ZINC02618039 -23.322 -18.011 -1.953 0.000 -25.898
ZINC02620799 -26.200 -21.612 -1.352 0.000 -28.516
ZINC02621368 -23.761 -17.384 -3.078 0.000 -26.677
ZINC02621947 -30.472 -19.674 -8.979 0.000 -28.981
ZINC02627313 -26.794 -22.746 -0.789 0.000 -28.764
ZINC02627487 -23.374 -19.357 -0.626 0.000 -28.987
ZINC02628972 -30.251 -22.662 -4.264 0.000 -31.396
ZINC02629625 -26.641 -28.948 2.030 0.000 -34.585
ZINC02629626 -25.538 -22.826 -2.985 0.000 -27.398
ZINC02629882 -26.020 -19.724 -3.129 0.000 -22.270
ZINC02629883 -27.351 -20.356 -3.606 0.000 -28.887
ZINC02631252 -25.111 -20.946 -0.904 0.000 -27.223
ZINC02631901 -26.851 -21.167 -2.409 0.000 -29.144
ZINC02632106 -27.329 -25.188 1.113 0.000 -29.313
ZINC02633947 -22.121 -16.934 -1.901 0.000 -26.128
ZINC02636442 -26.257 -21.479 -1.528 0.000 -31.954
ZINC02639584 -27.000 -25.275 1.401 0.000 -30.358
ZINC02639585 -28.434 -25.588 -3.240 0.000 -29.505
ZINC02639593 -33.969 -23.331 -7.317 0.000 -29.122
ZINC02642186 -27.360 -20.938 -3.192 0.000 -28.599
ZINC02642319 -24.349 -16.823 -4.228 0.000 -31.365
ZINC02642450 -26.141 -21.549 -1.321 0.000 -30.961
ZINC02642472 -24.073 -18.658 -2.176 0.000 -28.739
ZINC02644281 -29.807 -22.261 -4.164 0.000 -30.040
ZINC02645056 -28.044 -23.403 -1.229 0.000 -29.985
ZINC02650339 -30.033 -22.658 -4.160 0.000 -26.142
ZINC02651260 -33.891 -31.693 1.002 0.000 -29.630
ZINC02651355 -32.495 -30.827 1.582 0.000 -31.592
ZINC02652278 -26.360 -19.933 -3.309 0.000 -24.768
ZINC02653340 -23.878 -26.114 5.543 0.000 -33.042
ZINC02653661 -26.226 -22.383 -0.581 0.000 -31.584
ZINC02654236 -24.925 -25.658 4.047 0.000 -30.356
ZINC02654907 -21.588 -22.770 4.478 0.000 -31.709
ZINC02655018 -23.277 -20.661 0.713 0.006 -28.548
ZINC02659407 -22.442 -19.582 0.498 0.000 -30.103
ZINC02661091 -27.452 -23.568 -0.595 0.000 -26.546
ZINC02662017 -25.306 -17.199 -4.838 0.010 -27.124
ZINC02663076 -24.418 -25.579 0.835 0.000 -28.355
ZINC02680340 -23.357 -17.158 -2.928 0.000 -28.557
ZINC02685765 -24.273 -22.524 1.482 0.000 -31.639
ZINC02685767 -24.878 -19.363 -2.243 0.000 -28.815
ZINC02687037 -31.663 -22.901 -5.422 0.000 -30.118
ZINC02688222 -25.133 -19.009 -2.810 0.000 -25.953
ZINC02690036 -22.670 -18.260 -1.152 0.000 -26.981
ZINC02690280 -25.592 -21.205 -1.151 0.000 -31.550
ZINC02690520 -27.173 -23.005 -0.843 0.000 -30.014
ZINC02691027 -23.214 -19.928 0.027 0.000 -27.305
ZINC02696448 -30.068 -28.886 0.797 0.000 -31.314
ZINC02697782 -25.264 -23.812 1.791 0.000 -27.446
ZINC02699883 -33.010 -24.864 -4.852 0.000 -29.317
ZINC02703058 -27.466 -19.911 -4.311 0.000 -32.359
ZINC02705325 -26.824 -21.368 -3.536 0.000 -28.925
ZINC02707648 -29.210 -24.250 -1.706 0.000 -29.736
ZINC02707703 -23.211 -19.479 -1.806 0.000 -31.513
ZINC02707730 -24.671 -18.597 -2.842 0.000 -27.412
ZINC02707746 -24.199 -22.284 1.480 0.000 -27.106
ZINC02707748 -22.232 -20.861 2.000 0.000 -28.322
ZINC02707756 -24.494 -20.809 -0.523 0.000 -30.942
ZINC02707764 -24.354 -18.371 -2.630 0.000 -26.877
ZINC02707778 -26.046 -24.980 2.292 0.000 -29.439
ZINC02716082 -28.239 -22.238 -2.665 0.000 -25.738
ZINC02716086 -25.587 -22.370 0.076 0.009 -30.240
ZINC02716641 -22.105 -18.691 -0.183 0.007 -28.611
ZINC02720814 -26.524 -21.049 -2.066 0.000 -33.656
ZINC02720828 -23.689 -19.490 -0.844 0.000 -33.169
ZINC02721153 -32.314 -26.797 -2.198 0.000 -32.006
ZINC02721154 -31.297 -24.493 -3.527 0.000 -28.986
ZINC02721186 -26.851 -16.354 -7.085 0.000 -22.572
ZINC02721187 -26.337 -22.246 -0.795 0.000 -32.797
ZINC02721188 -28.986 -24.424 -1.287 0.000 -32.235
ZINC02721189 -34.579 -24.597 -6.746 0.000 -31.893
ZINC02721208 -29.811 -24.120 -2.584 0.000 -34.699
ZINC02728700 -20.787 -16.414 -1.050 0.000 -24.841
ZINC02729964 -22.023 -22.470 3.258 0.328 -29.070
ZINC02736936 -21.558 -21.009 2.767 0.000 -28.488
ZINC02738133 -18.964 -16.354 0.686 0.000 -29.303
ZINC02742091 -27.087 -19.108 -4.562 0.000 -29.921
ZINC02742452 -24.893 -19.828 -1.776 0.000 -28.517
ZINC02744592 -20.512 -16.705 -1.944 0.000 -24.596
ZINC02744680 -21.631 -16.733 -1.476 0.000 -28.454
ZINC02746281 -24.473 -20.469 -0.717 0.000 -26.430
ZINC02746282 -26.134 -23.445 0.602 0.000 -29.641
ZINC02752928 -24.070 -20.340 -0.446 0.000 -27.946
ZINC02759869 -27.678 -19.300 -5.000 0.000 -27.626
ZINC02779535 -20.227 -16.019 -0.842 0.000 -24.637
ZINC02799374 -27.418 -19.237 -4.976 0.000 -25.801
ZINC02805973 -28.279 -23.378 -1.653 0.000 -30.024
ZINC02814389 -23.868 -19.562 -1.074 0.000 -26.202
ZINC02814757 -28.051 -22.671 -2.007 0.000 -28.619
ZINC02826902 -27.118 -24.548 0.774 0.000 -32.873
ZINC02836373 -27.029 -19.262 -4.511 0.000 -25.218
ZINC02842086 -31.800 -27.688 -0.911 0.000 -26.360
ZINC02843213 -25.024 -25.738 -1.010 0.000 -30.743
ZINC02843582 -29.226 -23.229 -2.655 0.000 -30.160
ZINC02846323 -28.134 -24.021 -0.757 0.000 -33.422
ZINC02846423 -26.547 -24.044 0.769 0.000 -29.645
ZINC02848302 -26.648 -23.048 -0.335 0.000 -27.988
ZINC02849069 -28.317 -20.509 -4.456 0.000 -27.593
ZINC02849195 -25.209 -20.560 -1.374 0.000 -28.377
ZINC02850913 -25.033 -21.359 -0.424 0.000 -29.049
ZINC02850914 -25.550 -21.460 -0.797 0.000 -26.756
ZINC02851005 -25.693 -20.051 -3.707 0.000 -27.547
ZINC02851006 -23.765 -21.778 1.419 0.000 -27.531
ZINC02851778 -42.849 -21.130 -18.487 0.000 -29.398
ZINC02852430 -23.668 -20.272 -0.083 0.000 -29.484
ZINC02854964 -26.025 -20.228 -2.393 0.000 -28.952
ZINC02856949 -25.148 -22.109 0.284 0.000 -29.764
ZINC02856950 -25.821 -21.148 -1.520 0.000 -29.049
ZINC02857112 -26.757 -23.905 0.504 0.000 -28.546
ZINC02857254 -21.290 -20.526 2.511 0.000 -30.767
ZINC02859012 -20.047 -19.525 2.746 0.000 -29.149
ZINC02859572 -29.460 -24.476 -1.728 0.017 -29.703
ZINC02859684 -26.199 -22.691 -0.326 0.000 -34.057
ZINC02860199 -27.555 -21.139 -3.108 0.000 -28.089
ZINC02861127 -23.886 -20.305 -0.224 0.000 -25.730
ZINC02861150 -24.308 -23.337 2.091 0.000 -27.155
ZINC02861866 -24.967 -18.708 -3.065 0.000 -26.566
ZINC02864604 -27.541 -18.939 -5.193 0.000 -25.188
ZINC02865260 -24.256 -21.185 0.198 0.000 -22.935
ZINC02865322 -24.972 -18.833 -4.267 0.000 -28.726
ZINC02865975 -24.332 -20.315 -0.640 0.000 -27.462
ZINC02867025 -29.400 -24.633 -1.432 0.000 -29.913
ZINC02867027 -20.894 -22.270 4.704 0.000 -29.555
ZINC02867600 -26.847 -26.035 2.461 0.000 -27.509
ZINC02869646 -33.382 -24.457 -5.681 0.000 -30.277
ZINC02869785 -26.898 -20.495 -3.168 0.000 -23.960
ZINC02869896 -26.162 -22.684 -1.468 0.000 -25.591
ZINC02871605 -22.226 -21.210 2.400 0.000 -25.440
ZINC02874551 -23.370 -22.087 1.927 0.000 -30.996
ZINC02874792 -24.037 -20.741 -0.020 0.000 -30.153
ZINC02877922 -28.089 -17.651 -7.189 0.000 -26.977
ZINC02877923 -25.163 -19.720 -2.261 0.000 -29.513
ZINC02879622 -21.484 -16.227 -1.882 0.000 -27.120
ZINC02880889 -24.995 -21.175 -0.526 0.000 -29.187
ZINC02881142 -24.643 -23.287 1.700 0.000 -29.975
ZINC02881554 -29.226 -24.774 -1.188 0.000 -29.251
ZINC02881555 -28.903 -23.383 -2.116 0.000 -27.048
ZINC02906787 -23.673 -16.335 -3.979 0.000 -26.209
ZINC02906965 -21.096 -17.801 -0.198 0.000 -21.262
ZINC02907425 -23.290 -20.912 0.664 0.000 -29.746
ZINC02907566 -24.829 -18.868 -2.598 0.000 -31.001
ZINC02907693 -22.568 -20.850 1.093 0.000 -30.462
ZINC02911413 -31.836 -23.795 -8.322 0.000 -32.771
ZINC02911469 -18.709 -19.704 4.240 0.000 -27.619
ZINC02911471 -20.965 -20.785 3.221 0.000 -32.133
ZINC02912033 -24.673 -21.075 -0.343 0.000 -28.316
ZINC02922349 -25.060 -24.325 2.505 0.000 -30.590
ZINC02923184 -23.725 -22.723 2.261 0.000 -28.835
ZINC02928379 -24.471 -22.162 0.958 0.000 -32.675
ZINC02934431 -26.814 -20.706 -6.473 0.000 -25.072
ZINC02935026 -33.910 -21.124 -9.384 0.000 -25.354
ZINC02940688 -24.405 -25.411 4.313 0.000 -26.370
ZINC02941408 -22.433 -17.845 -1.377 0.000 -24.291
ZINC02948784 -25.831 -20.098 -2.418 0.000 -29.297
ZINC02952768 -26.666 -20.156 -3.258 0.000 -27.008
ZINC02952782 -26.997 -21.240 -3.858 0.000 -25.750
ZINC02952784 -29.011 -22.107 -3.590 0.000 -25.770
ZINC02956966 -22.160 -17.695 -1.127 0.000 -26.504
ZINC02961857 -29.091 -24.209 -1.510 0.000 -30.901
ZINC02964315 -28.869 -24.237 -1.386 0.000 -31.640
ZINC02964317 -28.884 -21.319 -4.279 0.000 -31.553
ZINC02964321 -30.332 -27.035 -0.057 0.000 -31.813
ZINC02964327 -29.701 -24.153 -4.022 0.000 -27.554
ZINC02964333 -24.336 -21.537 0.511 0.000 -28.356
ZINC02964335 -30.425 -24.708 -2.428 0.000 -29.413
ZINC02968860 -26.600 -28.589 5.358 0.000 -31.106
ZINC02969652 -26.885 -23.290 -0.191 0.000 -25.799
ZINC02970514 -25.275 -23.806 -1.983 0.000 -27.934
ZINC02971173 -24.606 -22.766 -3.161 0.000 -30.917
ZINC02971488 -23.532 -18.058 -2.195 0.000 -27.669
ZINC02971528 -26.689 -18.138 -5.303 0.000 -27.865
ZINC02971548 -24.962 -20.084 -2.941 0.000 -29.228
ZINC02971631 -28.603 -25.027 -0.414 0.000 -28.572
ZINC02973924 -22.252 -16.176 -2.751 0.000 -23.906
ZINC02974042 -22.689 -19.154 -1.716 0.000 -23.841
ZINC02974050 -25.123 -18.998 -3.045 0.000 -28.563
ZINC02974103 -25.521 -24.551 2.203 0.000 -27.426
ZINC02976488 -24.611 -19.860 -1.518 0.000 -32.393
ZINC02976490 -26.816 -20.472 -3.110 0.000 -31.579
ZINC02976495 -27.944 -24.717 0.036 0.000 -28.494
ZINC02976497 -27.690 -19.874 -4.520 0.020 -29.842
ZINC02976503 -28.174 -18.135 -6.805 0.000 -29.346
ZINC03000786 -22.407 -19.102 0.047 0.000 -28.602
ZINC03000787 -26.587 -17.875 -5.449 0.000 -29.126
ZINC03013999 -25.332 -21.305 -0.745 0.000 -27.392
ZINC03017827 -17.214 -21.761 7.719 0.036 -32.559
ZINC03019694 -25.369 -19.869 -2.260 0.000 -25.665
ZINC03022668 -28.178 -23.688 -1.281 0.000 -30.331
ZINC03024493 -25.301 -19.471 -2.504 0.000 -27.605
ZINC03024599 -24.566 -19.494 -1.879 0.000 -27.448
ZINC03025365 -23.386 -21.806 1.802 0.000 -28.559
ZINC03028087 -25.776 -20.801 -1.680 0.000 -26.297
ZINC03028127 -26.105 -26.867 2.591 0.000 -28.516
ZINC03028130 -26.463 -25.977 -0.732 0.000 -29.000
ZINC03028137 -28.408 -31.460 4.844 0.000 -31.732
ZINC03037575 -22.686 -18.487 -0.817 0.000 -24.715
ZINC03050241 -28.968 -22.987 -2.588 0.000 -28.136
ZINC03052245 -21.681 -15.652 -2.683 0.000 -23.837
ZINC03058642 -27.306 -17.431 -6.509 0.000 -23.894
ZINC03065319 -22.322 -18.232 -0.713 0.000 -28.210
ZINC03065338 -25.382 -21.745 -0.452 0.000 -31.299
ZINC03082568 -19.570 -25.821 9.549 0.000 -30.404
ZINC03082570 -18.913 -18.036 2.533 0.000 -28.279
ZINC03084377 -28.552 -28.288 3.106 0.000 -32.879
ZINC03115151 -25.373 -22.411 0.434 0.000 -27.607
ZINC03115187 -22.504 -18.410 -0.679 0.000 -25.245
ZINC03115582 -24.222 -24.514 3.526 0.000 -28.528
ZINC03115594 -20.758 -16.355 -1.047 0.000 -23.301
ZINC03115624 -23.248 -17.889 -1.940 0.000 -26.463
ZINC03117113 -24.846 -25.442 0.096 0.000 -28.883
ZINC03142646 -19.929 -18.002 1.337 0.000 -27.192
ZINC03143062 -24.163 -21.674 0.772 0.000 -27.879
ZINC03177882 -23.121 -19.976 0.259 0.000 -28.068
ZINC03185446 -25.627 -23.380 1.018 0.000 -29.949
ZINC03187911 -34.408 -20.969 -10.069 0.000 -31.533
ZINC03189181 -23.473 -23.607 3.143 0.000 -29.709
ZINC03189182 -23.989 -23.221 1.222 0.000 -30.901
ZINC03189733 -30.227 -23.894 -2.947 0.000 -31.111
ZINC03192072 -28.058 -21.622 -3.151 0.000 -30.773
ZINC03199953 -23.723 -23.552 3.009 0.000 -30.327
ZINC03201007 -26.873 -25.257 1.754 0.000 -33.454
ZINC03201140 -25.273 -19.819 -2.608 0.000 -28.682
ZINC03205097 -26.284 -22.082 -0.924 0.000 -30.002
ZINC03207254 -26.344 -19.745 -3.246 0.000 -29.690
ZINC03213152 -25.965 -22.766 0.141 0.000 -30.922
ZINC03213155 -27.662 -21.682 -2.715 0.000 -30.867
ZINC03214268 -20.857 -20.481 2.848 0.012 -27.459
ZINC03214273 -20.538 -18.869 0.294 0.000 -27.649
ZINC03214806 -18.477 -17.132 1.933 0.000 -27.327
ZINC03214807 -22.332 -20.585 1.633 0.000 -30.711
ZINC03217225 -22.029 -20.203 1.541 0.000 -24.829
ZINC03217529 -20.878 -18.702 1.242 0.000 -28.977
ZINC03218052 -19.950 -17.340 0.544 0.063 -28.197
ZINC03220117 -23.441 -19.169 -0.887 0.000 -27.860
ZINC03220897 -28.559 -26.355 0.942 0.000 -30.803
ZINC03221010 -24.809 -19.842 -1.645 0.000 -29.622
ZINC03221173 -26.079 -23.963 1.109 0.000 -30.080
ZINC03222488 -29.219 -23.726 -2.244 0.000 -28.989
ZINC03224090 -25.615 -15.021 -7.221 0.000 -25.363
ZINC03226513 -24.914 -21.133 -0.467 0.000 -27.237
ZINC03230287 -29.724 -24.191 -2.151 0.000 -31.896
ZINC03230745 -23.006 -19.996 0.352 0.000 -28.240
ZINC03234542 -26.643 -21.127 -2.148 0.000 -27.678
ZINC03234641 -26.847 -22.904 -0.627 0.000 -32.599
ZINC03235781 -27.459 -25.006 0.710 0.000 -25.162
ZINC03236248 -27.461 -21.926 -2.333 0.000 -28.489
ZINC03236436 -16.968 -14.505 0.798 0.000 -28.905
ZINC03236709 -24.941 -21.095 -0.440 0.000 -27.488
ZINC03237303 -27.581 -23.539 -0.651 0.000 -29.576
ZINC03239519 -24.106 -20.283 -0.564 0.000 -26.702
ZINC03239595 -26.228 -21.613 -1.237 0.000 -31.256
ZINC03240410 -30.866 -24.284 -3.206 0.000 -30.081
ZINC03241058 -22.582 -17.191 -2.097 0.000 -28.188
ZINC03244512 -23.217 -19.851 -0.142 0.000 -29.833
ZINC03245246 -28.459 -21.243 -3.809 0.000 -30.043
ZINC03245257 -25.794 -22.661 -1.256 0.000 -29.951
ZINC03245748 -26.020 -24.912 2.145 0.000 -30.619
ZINC03245772 -25.048 -21.420 -0.448 0.000 -29.521
ZINC03249432 -32.139 -25.952 -2.940 0.000 -30.134
ZINC03250406 -23.183 -21.444 1.614 0.000 -25.079
ZINC03250602 -27.804 -22.778 -1.761 0.000 -26.903
ZINC03251159 -24.811 -20.840 -0.659 0.000 -21.755
ZINC03252835 -28.557 -21.001 -4.304 0.000 -29.229
ZINC03254942 -27.315 -19.002 -5.109 0.000 -27.230
ZINC03255213 -25.283 -19.320 -2.598 0.000 -32.094
ZINC03256435 -24.824 -21.728 0.203 0.000 -29.154
ZINC03258547 -32.566 -21.108 -8.088 0.000 -27.492
ZINC03258549 -22.597 -19.725 0.383 0.000 -27.936
ZINC03259615 -24.677 -19.083 -2.301 0.000 -25.039
ZINC03259617 -24.576 -20.819 -4.119 0.000 -25.483
ZINC03260203 -22.166 -22.522 3.582 0.000 -29.599
ZINC03262224 -20.317 -20.534 3.379 0.000 -28.005
ZINC03262860 -23.505 -20.938 0.691 0.000 -28.526
ZINC03267499 -24.896 -17.801 -3.833 0.000 -24.856
ZINC03269987 -25.609 -22.194 -0.067 0.000 -29.164
ZINC03274676 -24.705 -18.953 -2.565 0.000 -26.564
ZINC03275425 -23.273 -19.511 -0.469 0.000 -27.466
ZINC03277275 -22.978 -20.966 1.239 0.000 -28.367
ZINC03277276 -24.837 -21.526 0.084 0.000 -31.374
ZINC03279061 -28.504 -26.729 1.488 0.000 -28.725
ZINC03283041 -24.180 -20.989 0.057 0.000 -27.073
ZINC03286787 -22.754 -21.517 2.042 0.000 -24.323
ZINC03288563 -24.919 -22.949 1.275 0.000 -28.773
ZINC03292077 -27.405 -24.939 0.761 0.000 -26.188
ZINC03292078 -25.680 -22.396 0.059 0.000 -27.647
ZINC03292088 -22.509 -23.443 4.286 0.000 -33.226
ZINC03294718 -25.293 -20.365 -1.687 0.000 -27.567
ZINC03295127 -20.611 -22.840 4.197 0.000 -33.013
ZINC03297614 -23.156 -17.958 -2.583 0.000 -32.233
ZINC03298961 -24.428 -18.852 -2.192 0.000 -28.646
ZINC03298986 -23.814 -14.317 -6.167 0.000 -27.878
ZINC03299464 -26.014 -20.639 -3.392 0.000 -24.885
ZINC03302071 -22.697 -19.644 0.245 0.000 -25.858
ZINC03303691 -24.279 -22.053 0.955 0.000 -27.450
ZINC03305526 -20.434 -20.194 3.058 0.000 -30.380
ZINC03306811 -22.846 -21.972 2.432 0.000 -25.565
ZINC03309481 -31.696 -28.914 0.469 0.000 -33.687
ZINC03310165 -38.191 -21.484 -13.311 0.000 -27.177
ZINC03311491 -26.526 -21.411 -1.763 0.000 -27.721
ZINC03311951 -31.459 -22.082 -6.097 0.000 -28.706
ZINC03312848 -26.692 -22.617 -0.837 0.000 -27.381
ZINC03313351 -23.979 -16.135 -4.454 0.000 -29.535
ZINC03313353 -24.301 -19.169 -1.825 0.000 -26.372
ZINC03314880 -26.483 -22.064 -2.451 0.000 -30.082
ZINC03314946 -23.941 -17.874 -2.654 0.000 -25.758
ZINC03318195 -22.302 -18.898 -0.211 0.000 -32.672
ZINC03318439 -22.625 -20.583 1.261 0.000 -25.399
ZINC03320630 -31.179 -26.934 -0.995 0.000 -30.943
ZINC03322858 -27.519 -25.109 0.971 0.000 -29.509
ZINC03323077 -19.476 -18.417 2.137 0.000 -23.767
ZINC03323933 -20.082 -17.588 0.678 0.000 -22.379
ZINC03323935 -17.917 -22.286 3.676 0.037 -28.105
ZINC03328071 -28.368 -24.461 -0.755 0.000 -30.381
ZINC03330255 -20.636 -16.362 -0.982 0.000 -26.886
ZINC03334035 -23.503 -20.286 -1.268 0.000 -30.527
ZINC03336772 -29.568 -28.289 -1.722 0.000 -28.071
ZINC03339248 -26.825 -18.870 -4.685 0.000 -27.523
ZINC03340096 -26.431 -23.993 0.818 0.000 -28.397
ZINC03340948 -15.963 -18.472 5.791 0.000 -29.705
ZINC03340950 -21.855 -21.261 2.702 0.000 -30.052
ZINC03341949 -22.657 -18.402 -0.906 0.000 -26.007
ZINC03350721 -27.931 -22.490 -2.074 0.000 -31.034
ZINC03351976 -20.204 -19.913 1.686 0.000 -28.321
ZINC03351978 -24.753 -23.210 1.526 0.000 -27.137
ZINC03352054 -27.174 -21.424 -2.587 0.000 -30.753
ZINC03352396 -19.201 -19.280 3.445 0.000 -26.481
ZINC03355573 -20.941 -22.426 4.884 0.000 -27.957
ZINC03356068 -24.934 -19.308 -5.930 0.000 -30.269
ZINC03356516 -26.488 -21.780 -1.486 0.000 -30.988
ZINC03357926 -22.353 -20.276 1.286 0.000 -32.560
ZINC03358311 -18.107 -14.399 -0.519 0.000 -29.616
ZINC03358892 -21.278 -19.680 1.702 0.000 -25.296
ZINC03359437 -31.405 -27.014 -1.143 0.000 -31.009
ZINC03360088 -22.425 -20.293 1.102 0.000 -29.650
ZINC03360367 -24.885 -21.928 0.397 0.000 -31.008
ZINC03360915 -25.988 -22.910 0.199 0.000 -30.785
ZINC03364185 -29.475 -23.777 -3.744 0.000 -29.195
ZINC03364330 -33.282 -23.889 -6.081 0.000 -31.378
ZINC03367602 -26.748 -22.774 -0.657 0.000 -25.218
ZINC03368232 -25.583 -22.037 -0.217 0.000 -28.248
ZINC03368457 -23.505 -22.748 2.542 0.000 -26.713
ZINC03370924 -23.842 -21.104 0.441 0.000 -32.006
ZINC03372642 -23.736 -19.559 -0.930 0.000 -30.166
ZINC03372647 -28.268 -23.818 -1.225 0.000 -30.349
ZINC03376509 -35.620 -27.216 -5.447 0.000 -33.830
ZINC03378667 -25.668 -24.667 0.888 0.000 -31.694
ZINC03379206 -25.215 -22.073 0.157 0.000 -28.776
ZINC03383190 -22.254 -24.103 5.086 0.000 -31.242
ZINC03383770 -28.881 -23.156 -2.515 0.000 -30.995
ZINC03388457 -26.845 -23.340 -1.534 0.000 -30.327
ZINC03394668 -27.758 -22.015 -2.377 0.000 -31.353
ZINC03394796 -25.700 -19.664 -4.100 0.000 -28.085
ZINC03397241 -25.759 -19.878 -2.568 0.000 -31.010
ZINC03397351 -27.132 -21.053 -2.846 0.000 -26.014
ZINC03401712 -26.015 -23.146 0.525 0.000 -27.856
ZINC03402558 -30.103 -28.952 2.282 0.000 -31.359
ZINC03405725 -29.899 -26.761 0.150 0.000 -31.206
ZINC03408584 -25.005 -18.872 -2.842 0.000 -27.115
ZINC03412410 -25.860 -24.580 0.698 0.000 -30.308
ZINC03414651 -27.071 -22.628 -1.297 0.093 -25.098
ZINC03414654 -26.249 -22.128 -0.743 0.000 -28.696
ZINC03423513 -25.800 -23.549 1.113 0.000 -28.751
ZINC03426280 -20.965 -17.359 -0.356 0.000 -29.244
ZINC03426295 -30.784 -20.994 -6.493 0.000 -28.292
ZINC03427065 -25.697 -20.100 -2.393 0.000 -28.659
ZINC03428003 -24.203 -21.148 0.340 0.000 -27.071
ZINC03428438 -27.360 -23.104 -0.931 0.000 -28.190
ZINC03431256 -23.441 -19.306 -0.840 0.000 -25.221
ZINC03431302 -21.351 -18.123 0.102 0.000 -24.587
ZINC03431998 -21.313 -17.820 -0.087 0.000 -24.967
ZINC03432011 -19.616 -19.068 2.697 0.000 -28.540
ZINC03432014 -15.065 -15.079 3.374 0.000 -27.918
ZINC03432275 -24.330 -20.948 -0.083 0.000 -32.001
ZINC03432863 -27.290 -19.519 -4.485 0.000 -28.240
ZINC03433172 -25.491 -23.671 1.459 0.000 -31.984
ZINC03434086 -27.971 -24.019 -0.536 0.000 -27.878
ZINC03437895 -25.351 -20.677 -1.369 0.012 -27.708
ZINC03449885 -25.998 -25.118 2.552 0.000 -33.452
ZINC03454901 -24.068 -18.800 -1.978 0.000 -27.585
ZINC03454905 -25.901 -19.613 -3.070 0.000 -25.984
